"uri","name","en_name","code","status","status_note","policy_area","lead_dg","associated_dg","group_type","scope","mission","task","composition","active_since","last_updated","creating_act","abbreviation","link_to_website"
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1858","Groupe d'experts information et communication dans le domaine agricole","Expert Group information and communication in agriculture","E01858","Active","Group which operates on a permanent basis","Agriculture","AGRI - Agriculture and Rural Development DG",,"Informal, Permanent","Limited","Le groupe a pour mission d'assurer un échange d'informations et d'idées en vue de réaliser des stratégies complémentaires dans le domaine de la Politique Agricole Commune et du Développement rural.","Coordinates with Member States, exchange of views","National Administrations","16/06/06","08 Dec 2010",,,
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1860","PLOTEUS","PLOTEUS","E01860","Active","Group which operates on a permanent basis","Education, Training, Youth","EAC - Education and Culture DG","EMPL - Employment, Social Affairs and Equal Opportunities DG","Informal, Permanent","Limited","Coordination of developments of PLOTEUS portal and national databases on learning opportunities.","Assist the Commission in the preparation of legislation or in policy definition","National Administrations
Candidate country (Education)
Third Country","2005","15 Mar 2011",,,"http://ec.europa.eu/ploteus/"
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1871","Expert Group for a European Development Research Network","Expert Group for a European Development Research Network","E01871","Active","Group which operates on a permanent basis","Development","DEVCO - Development DG",,"Informal, Permanent","Limited","Assist the Commission with a view to building a common ground to position the EU as a whole on the international stage, on the basis of knowledge excellence, innovation and enhanced European perspective of international development issues.","Assist the Commission in the preparation of legislation or in policy definition
Coordinates with Member States, exchange of views","National Administrations","26/06/06","10 Dec 2010",,,
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1873","Groupe d'experts pour l'evaluation in situ de la conformité des autorités de l'aviation civile et des compagnies aériennes aux standards de sécurité","Group of Experts on the Field Assessment of compliance of civil aviation authorities and airline safety standards","E01873","Active","Group which operates on a permanent basis","Transport","MOVE - Mobility and Transport DG",,"Informal, Permanent","Limited","Le groupe d'experts doit assister la Commission lors des visites d'évaluation in situ menées dans le cadre de l'article 3 du règlement 473/2006. Ces visites ont pour objectif de permettre à la Commission d'évaluer si les compagnies aériennes et les autorités de l'aviation civiles concernées se conforment aux standards de sécurité applicables. A la lumière des conseils du groupe d'experts, la Commission finalise ces évaluations, et, le cas échéant, rédige les projets de règlement visant à mettre à jour la liste communautaire des transporteurs aériens interdits dans la Communauté. Ces projets de règlements sont soumis au Comité de la sécurté aérienne avant leur adoption finale par la Commission.","Provides expertise to the Commission when drafting of implementing measures, i.e. before the Commission submits these draft measures to a comitology committee","National Administrations","06/07/06","20 May 2011",,,
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1874","European Indicator of Language Competence Advisory Board","European Indicator of Language Competence Advisory Board","E01874","Active","Group which operates on a permanent basis","Education, Training, Youth","EAC - Education and Culture DG",,"Formal, Temporary","Limited","To advise the Commission on technical matters, such as:
•	the specification of the tender for the creation of the testing instruments;
•	the assessment of the work of the contractor;
•	the appropriate arrangements, standards and technical protocols for data-gathering activities in the Member States, taking into consideration the need to prevent undue administrative and financial burdens for the Member States;","Assist the Commission in the preparation of legislation or in policy definition","National Administrations
Candidate country
International organization (Education)","06/07/06","20 Dec 2010","Decision of the Commission C (2006) 5039, 26.10.2006","EILCAB","http://ec.europa.eu/education/languages/language-teaching/doc46_en.htm"
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1875","Expert group on crime and criminal justice","Expert group on crime and criminal justice","E01875","Active","Group which operates on a permanent basis","Statistics","ESTAT - Eurostat",,"Informal, Permanent","Limited","To advise the Commission on issues relating to the concerned area/to establish close cooperation between the statistical institutions of the Member States and the Commission/to facilitate the exchange of information, experiences and good practices","Assist the Commission in the preparation of legislation or in policy definition
Coordinates with Member States, exchange of views","National Administrations
Third Country (Statistics)
Candidate country (Statistics)","2006","15 Dec 2010",,,
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1878","FP7 Expert Advisory Group on SMEs","FP7 Expert Advisory Group on SMEs","E01878","Active","Group which operates on a permanent basis","Research and Innovation","RTD - Research DG",,"Informal, Temporary","Limited","Under the Specific Programmes implementing the 7th Framework Programme (2007-13), the Commission is responsible for drawing up the annual work programme of the actions for the benefit of SMEs and SME associations and for promoting an optimal and effective participation of SMEs across the Themes of the ""Cooperation"" programme. In doing so, the Commission wishes to draw on the best possible external advice and has decided to set up an FP7 Advisory Group an SMEs.","Assist the Commission in the preparation of legislation or in policy definition
Provide expertise on the interaction between national and FP7 SME support programmes as well as other EU support programmes like the Competitiveness and Innovation Framework Programme
Provides expertise to the Commission when drafting of implementing measures, i.e. before the Commission submits these draft measures to a comitology committee","Research
Academia","10/07/06","17 Jan 2011",,"FP7 AG SMEs","http://ec.europa.eu/research/fp7/advisory_en.html"
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1879","Advisory Expert Group on International Cooperation","Advisory Expert Group on International Cooperation","E01879","Active","Group which operates on a permanent basis","Research and Innovation","RTD - Research DG",,"Informal, Temporary","Limited","Members of the Advisory Group should provide consistent and consolidated advice to the Commission services regarding the “Activities of International Cooperation” of the Capacities Specific Programme. Advice should be provided on strategy, relevant objectives and scientific and technological priorities, and the topics on which proposals are to be invited.
The Advisory Group will have an overview of and provide advice on international cooperation across the whole FP7 and also assist in enriching reflections on “specific cooperation actions with third countries” of the Cooperation Programme.
More specifically, among others the AG will advice on what the interactions should be between the Capacities programme and the themes in the Cooperation programme in terms of ‘Specific co-operation actions”. Individuals from the thematic advisory groups may be invited on an ad hoc basis to be present for the international cooperation advisory group discussions, and vice-versa. The Group will also provide suggestions regarding policy issues relevant to international cooperation in the Capacities programme.","Assist the Commission in the preparation of legislation or in policy definition","Science
Agriculture
Civil service
Research
Academia","10/07/06","15 Dec 2010",,"AEG_INCO","http://ec.europa.eu/research/fp7/advisory_en.html"
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1881","Advisory Expert Group Transport","Advisory Expert Group Transport","E01881","Active","Group which operates on a permanent basis","Research and Innovation","RTD - Research DG","MOVE - Mobility and Transport DG","Informal, Temporary","Limited","Members of the Advisory Group should provide consistent and consolidated advice to the Commission services regarding the “Transport (including aeronautics)” theme of the Co-operation Specific Programme. Advice should be provided on strategy, relevant objectives and scientific and technological priorities, and the topics on which proposals are to be invited.
The Advisory Group should provide a written input to the Commission on a yearly basis, which will be used in the preparation of the annual workprogramme. The advice received from the Group will complement other sources of external advice received by the Commission, including from stakeholder consultations and where relevant from European Technology Plarforms.","Provides expertise to the Commission when drafting of implementing measures, i.e. before the Commission submits these draft measures to a comitology committee","Consultancy
Engineering (infrastructure,Rail)
Academia
Civil service
Research
Industry
Public affairs
Rail","19/07/06","17 Feb 2011",,"TAG","http://ec.europa.eu/research/fp7/advisory_en.html"
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1883","Expert group on promotion of a uniform interpretation and implementation of gender equality legislation","Expert group on promotion of a uniform interpretation and implementation of gender equality legislation","E01883","Active","Group which operates on a permanent basis","Employment and Social Affairs","JUST - Justice DG",,"Informal, Permanent","Limited","The group of experts from national Equality Bodies is monitoring and providing information on the application of Community gender equality legislation in the Member States. It coordinates and provides expertise advice on how to promote a uniform interpretation and implementation of the gender equality legislation.","Coordinates with Member States, exchange of views
Monitors the development of national policies and the enforcement of EU legislation by national authorities","National Administrations","28/07/06","10 May 2011",,"Equality Bodies Network",
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1892","Groupe de Haut Niveau et groupe de travail des régulateurs dans le domaine de la radiodiffusion","High Level Group and Working Group of Regulators in the field of broadcasting","E01892","Active","Group which operates on a permanent basis","Audiovisual","INFSO - Information Society and Media DG","COMM - Communication DG
COMP - Competition DG
EAC - Education and Culture DG
MARKT - Internal Market and Services DG
SANCO - Health and Consumers DG
HOME - Home Affairs DG","Informal, Permanent","Limited","- échange de vues sur la mise en oeuvre de la directive 89/552 (TVSF);
- échange de données sur les chaînes réglementées;
- discussions sur divers aspects de la politique communautaire liés à l'industrie audiovisuelle: aides d'Etat, concurrence, service public de radiodiffusion, pluralisme des médias, etc.","Assist the Commission in the preparation of legislation or in policy definition
Monitors the development of national policies and the enforcement of EU legislation by national authorities
Provides expertise to the Commission when drafting of implementing measures, i.e. before the Commission submits these draft measures to a comitology committee","National Administrations","11/10/06","18 Jan 2011",,,"http://ec.europa.eu/comm/avpolicy/info_centre/library/legal/index_en.htm"
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1893","Public Safety Answering Point (PSAPs Expert Group)","Public Safety Answering Point (PSAPs Expert Group)","E01893","On Hold","Group which does not operate on a permanent basis","Information Society","INFSO - Information Society and Media DG",,"Informal, Temporary","Limited","To provide expertise concerning issues related to response to emergency calls, in particular eCall, but also E112 and 112.","Coordinates with Member States, exchange of views","National Administrations
Corporate","11/10/06","17 Nov 2010",,"PSAP EG",
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1895","FP7 Space Advisory Group (experts group)","FP7 Space Advisory Group (experts group)","E01895","Active","Group which operates on a permanent basis","Research and Innovation","ENTR - Enterprise and Industry DG",,"Informal, Temporary","Limited","To provide advice on the content of the FP7 Space Work Programme and its calls. Information on the FP7 Work Programme and current calls can be obtained at www.cordis.lu.","Coordinates with Member States, exchange of views",,"23/10/06","24 Jan 2011",,"FP7 SAG","http://ec.europa.eu/research/fp7/advisory_en.html"
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1899","Employee involvement","Employee involvement","E01899","Active","Group which operates on a permanent basis","Employment and Social Affairs","EMPL - Employment, Social Affairs and Equal Opportunities DG","ENTR - Enterprise and Industry DG
MARKT - Internal Market and Services DG","Informal, Permanent","Limited","Traiter les questions relatives à l'implication transnationale des travailleurs (information, consultation, participation), en particulier dans la société européenne, la société coopérative européenne et la société issue d'une fusion transfrontalière et au travers des comités d'entreprise européens","Assist the Commission in the preparation of legislation or in policy definition
Coordinates with Member States, exchange of views","National Administrations","15/09/06","20 Dec 2010",,,
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1900","Standards and Technical Regulations Standing Committee","Standards and Technical Regulations Standing Committee","X01900","Active","Group which operates on a permanent basis","Internal Market","ENTR - Enterprise and Industry DG",,"Formal, Permanent","Limited","Promote the smooth fonctionning of the internal market.","Article 6 of the Directive 98/34 laying down a procedure of information in the field of standards and technical regulations. Coordination with Member States, exchange of views","National Administrations
Candidate country
International organization","1985","20 Dec 2010","ARTICLE 5 DE LA DITRECTIVE 98/34/CE OF THE EUROPEAN PARLEMENT AND COUNCIL OF 22/06/98 AS AMENDED BY DIRECTIVE 98/48/EC","98/34 Committee","http://ec.europa.eu/enterprise/tris/"
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1906","Expert Group on Demographic Issues","Expert Group on Demographic Issues","E01906","Active","Group which operates on a permanent basis","Employment and Social Affairs","EMPL - Employment, Social Affairs and Equal Opportunities DG",,"Formal, Permanent","Limited","The group's task shall be to advise the Commission on the monitoring of demographic change and on the implementation of the policy guidelines set out in the Commission Communication of 12 October 2006 on the demographic future of Europe (COM(2006) 571","Assist the Commission in the preparation of legislation or in policy definition","National Administrations
Academia
Public affairs","09/10/06","15 Dec 2010","Commission Decision of 8 June 2007 setting up an expert group on demographic issues
(2007/397/EC)","EGDI","http://ec.europa.eu/social/main.jsp?catId=502&langId=en"
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1908","Groupe d'experts sur la Directive Services","Expert Group on Services Directive","E01908","Active","Group which operates on a permanent basis","Internal Market","MARKT - Internal Market and Services DG",,"Informal, Temporary","Limited","Work with Member States to ensure the effective implementation and enforcement of the services Directive as well as the further development of certain of the obligations contained in the Directive.","Coordinates with Member States, exchange of views","National Administrations","16/10/06","20 Dec 2010",,,"http://ec.europa.eu/internal_market/services/services-dir/index_en.htm"
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1909","Health-EU Portal Editorial Board","Health-EU Portal Editorial Board","E01909","Active","Group which operates on a permanent basis","Public Health","SANCO - Health and Consumers DG",,"Informal, Permanent","Limited","The mission of the Health-EU Portal Editorial Board is to advice on the future development of the structure, content and overall editorial approach of the Health-EU Portal.","Coordinates with Member States, exchange of views","National Administrations
Candidate country
International organization","2006","20 Dec 2010",,,"http://health.europa.eu"
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1910","Expert group on the implementation of the Lifelong Learning Programme","Expert group on the implementation of the Lifelong Learning Programme","E01910","Active","Group which operates on a permanent basis","Education, Training, Youth","EAC - Education and Culture DG",,"Formal, Permanent","Limited","Implementation of the Lifelong Learning Programme in the Member States by way of indirect centralised management.
Task: Ensuring consistent implementation of the Lifelong Learning Programme and its actions across participating countries by a regular monitoring, consultation and exchange of information with the National Agencies i.e. the National public sector bodies or bodies governed by private law with a public-service mission, as designated by the Member States.","Ensuring consistent implementation of the Lifelong Learning Programme and its actions across participating countries.","Candidate country (Education)
Association (Education)
National Administrations
Third Country","2006","20 Dec 2010","Commission Decision relating to the respective responsibilities of the Commission, the Member States and the National Agencies (draft Commission Decision to be adopted upon formal adoption of the LLP Decision by the Council and EP).","LLP NA",
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1912","Expert group Civil Protection Transport","Expert group Civil Protection Transport","E01912","Active","Group which operates on a permanent basis","Environment","ECHO - Humanitarian Aid and Civil Protection DG",,"Informal, Temporary","Limited","To provide technical input for establishing the implementing rules on transport and equipment","Assist the Commission in the preparation of legislation or in policy definition","National Administrations
Candidate country
Third Country
Third Country","03/11/06","20 Dec 2010",,"Transport","http://ec.europa.eu/environment/civil/index.htm"
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1916","Group of Stakeholders for School Education","Group of Stakeholders for School Education","E01916","On Hold","Group which does not operate on a permanent basis","Administration","EAC - Education and Culture DG",,"Informal, Temporary","Limited","To advice the Commission in defining topics for the modernisation of school education and to advice on the analysis of stakeholder feedback.","Exchange of views with stakeholders","International organization","29/11/06","08 Dec 2010",,"GSSE",
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1917","Groupe d'experts sur le Casier Judiciaire - Expert group on Criminal Records","Expert Group on Criminal Records - Expert Group on Criminal Records","E01917","Active","Group which operates on a permanent basis","Justice and Home Affairs","JUST - Justice DG","DIGIT - Informatics DG","Informal, Temporary","Limited","Assurer l'échange d'information, d'expériences et de bonnes pratiques dans le domaine ""casier judiciaire"".
•	Suivre le développement par les services de la Commission de l'application de référence et envisager les évolutions futures de l'application de référence nécessitées par la future application de la Décision Cadre 2008/XX/JHA et la décision d'application ""ECRIS"" COM(2008)332 final – 14230/08 - COPEN 188
•	Discuter et évaluer les résultats des études réalisées par la Commission
•	Suivre les projets nationaux relatifs aux casiers judiciaires (en particulier le projet pilote d'interconnexion des casiers judiciaires initié par DE, FR, BE et ES).","Assist the Commission in the preparation of legislation or in policy definition","National Administrations","04/12/06","10 Dec 2010",,"CJ",
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1918","Expert group on the policy needs for data on crime and criminal justice","Expert group on the policy needs for data on crime and criminal justice","E01918","Active","Group which operates on a permanent basis","Justice and Home Affairs","HOME - Home Affairs DG","ESTAT - Eurostat","Formal, Temporary","Limited","The purpose of the group is to assist the Commission in establishing cooperation between Member States and other related organisations and bodies in implementing the EU action plan on developing a comprehensive and coherent EU strategy to measure crime and criminal justice","Assist the Commission in the preparation of legislation or in policy definition","National Administrations
Candidate country
International organization (Security policy (national))
Academia
Research
Insurance
security","29/11/06","20 Dec 2010","Commission Decision of 7 August 2006
setting up a group of experts on the policy needs for data on crime and criminal justice
(2006/581/EC)","JLS Crime Stat.s Group","http://ec.europa.eu/justice_home/fsj/crime/fsj_crime_intro_en.htm"
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1920","Contact Group – Asylum Procedures Directive","Contact Group – Asylum Procedures Directive","E01920","Active","Group which operates on a permanent basis","Justice and Home Affairs","HOME - Home Affairs DG",,"Informal, Temporary","Limited","Information exchange on the application of Council Directive 2005/85/EC of 1 December 2005 on minimum standards on procedures in Member States for granting and withdrawing refugee status","exchange of information on the application of Community law","National Administrations","20/12/06","14 Dec 2010",,,"http://ec.europa.eu/dgs/home-affairs/index_en.htm"
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1921","Contact Group – Long Term Residents Directive","Contact Group – Long Term Residents Directive","E01921","Active","Group which operates on a permanent basis","Justice and Home Affairs","HOME - Home Affairs DG",,"Informal, Temporary","Limited","Information exchange on the application of Council Directive 2003/109/EC of 25 November 2003 concerning the status of third-country nationals who are long-term residents","exchange of information on the application of Community law","National Administrations","20/12/06","14 Dec 2010",,,"http://ec.europa.eu/dgs/home-affairs/index_en.htm"
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1922","Contact Group – Qualification of third country nationals Directive","Contact Group – Qualification of third country nationals Directive","E01922","Active","Group which operates on a permanent basis","Justice and Home Affairs","HOME - Home Affairs DG",,"Informal, Temporary","Limited","Information exchange on the application of Council Directive 2004/83/EC of 29 April 2004 on minimum standards for the qualification and status of third country nationals or stateless persons as refugees or as persons who otherwise need international protection and the content of the protection granted.","exchange of information on the application of Community law","National Administrations","20/12/06","14 Dec 2010",,,"http://ec.europa.eu/dgs/home-affairs/index_en.htm"
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1923","Forum sur l'évaluation de la justice - Evaluation on justice forum","Forum on Evaluation of justice - is justice Feedback forum","E01923","Active","Group which operates on a permanent basis","Justice and Home Affairs","JUST - Justice DG",,"Informal, Temporary","Broad","Participer à l'évaluation des politiques aux cours des différentes phases de leur élaboration (notamment évaluation ex ante et de la mise en oeuvre par les Etats membres) dans le domaine de la justice.
Les experts du Forum aideront la Commission à évaluer les besoins et  identifier d'éventuelles lacunes dans le régime de coopération judiciaire au niveau européen. Leur expertise permettra à la Commission des analyses d'impact significatives. Un rôle est aussi prévu pour le Forum dans l'évaluation de la transposition et de la mise en oeuvre par les Etats membres des mesures adoptées.","Assist the Commission in the preparation of legislation or in policy definition","International organization","18/01/07","16 Dec 2010",,,"http://ec.europa.eu/justice_home/fsj/criminal/fsj_criminal_intro_en.htm"
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1927","Expert Group on Hemispheric Transport of Air Pollution","Expert Group on Hemispheric Transport of Air Pollution","E01927","Active","Group which operates on a permanent basis","Environment","ENV - Environment DG",,"Informal, Temporary","Limited","Assists the Commission in its development of global air pollution policies through assessments of scientific and technical knowledge of intercontinental transport of air pollution.","Assist the Commission in the preparation of legislation or in policy definition",,"2006","04 Apr 2011",,"TF HTAP","http://www.htap.org"
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1929","Advisory experts group on Enlargement progress reports","Advisory experts group on Enlargement progress reports","E01929","Active","Group which operates on a permanent basis","Enlargement","ELARG - Enlargement DG","SJ - Legal Service
EMPL - Employment, Social Affairs and Equal Opportunities DG
SANCO - Health and Consumers DG
HOME - Home Affairs DG","Informal, Permanent","Limited","Preparing the political chapter of the progress reports on candidate countries and potential candidates.
Regarding the political criteria, the progress reports will examine, for each country, the quality of democracy and the rule of law, as well as human rights including the respect for and protection of minorities and the country's record in observing international human rights law.","Provides expertise to the Commission when drafting of implementing measures, i.e. before the Commission submits these draft measures to a comitology committee","International organization (Fundamental rights)","25/01/07","10 Dec 2010",,,
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1937","Policy-relevant research on entrepreneurship and SMEs - expert group","Policy-relevant research on entrepreneurship and SMEs - expert group","E01937","Active","Group which operates on a permanent basis","Enterprise","ENTR - Enterprise and Industry DG",,"Informal, Temporary","Limited","- to advise the Commission on research on entrepreneurship and SMEs,
- to disseminate research results and to discuss their policy implications,
- the time horizon of the expert group is limited. The expert group will convene twice in 2007 and twice in 2008.","Coordinates with Member States, exchange of views","National Administrations
Academia (Education,Economy)
Corporate (Finance)
Third Country
Candidate country
Research Institute (Economy)","2007","20 Dec 2010",,,
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1939","Overview of Family Business Relevant Issues: Research, Networks, Policy Measures and Existing Studies - expert group","Overview of Family Business Relevant Issues: Research, Networks, Policy Measures and Existing Studies - expert group","E01939","On Hold","Group which does not operate on a permanent basis","Enterprise","ENTR - Enterprise and Industry DG",,"Informal, Temporary","Limited","- to advise the Commission on family business related research, good practices in the area of family business related SME policies, and family business organisations (networks) in Europe;
- to advise the Commission on drafting a study on Family Businesses in Europe;
- the time horizon of the expert group is limited. The expert group convened twice in 2007 and  twice in 2008.","Coordinates with Member States, exchange of views","National Administrations
Third Country
Academia","2007","13 Apr 2011",,,"http://ec.europa.eu/enterprise/policies/sme/promoting-entrepreneurship/family-business/index_en.htm#h2-1"
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1941","Intelligent Transport Systems","Intelligent Transport Systems","E01941","Active","Group which operates on a permanent basis","Transport","MOVE - Mobility and Transport DG","ENTR - Enterprise and Industry DG
ENV - Environment DG
INFSO - Information Society and Media DG
RTD - Research DG","Informal, Temporary","Limited","Contribute to the development of the ITS Action Plan","Seek input from Stakeholders towards the definition of specific issues in the context of ITS deployment","National Administrations","2008","12 May 2011",,"ITS",
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1943","Expert Group on the taxation of savings","Expert Group on the taxation of savings","E01943","Active","Group which operates on a permanent basis","Taxation","TAXUD - Taxation and Customs Union DG","MARKT - Internal Market and Services DG
HOME - Home Affairs DG","Informal, Temporary","Limited","- To measure the viewpoint of the European Community's market operators on the application of the Council Directive 2003/48/EC on taxation of income from savings;
- to examine expected impact on the market of possible amendments to the Directive which might be considered:
- to remove distortions to competition between different financial products and market operators.","To examine the operation of the Directive and to give advice on the possible need for amendments to the legislation.","Finance
Banking","26/01/07","18 Apr 2011",,,"http://ec.europa.eu/taxation_customs/taxation/personal_tax/savings_tax/savings_directive_review/index_en.htm"
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1946","Expert Advisory Group for the FP7 People Programme","Expert Advisory Group for the FP7 People Programme","E01946","Active","Group which operates on a permanent basis","Research and Innovation","EAC - Education and Culture DG","RTD - Research DG","Informal, Temporary","Limited","To provide consistent and consolidated advice to the Commission services regarding the ""People"" Programme.","Assist the Commission in the preparation of legislation or in policy definition
Provides expertise to the Commission when drafting of implementing measures, i.e. before the Commission submits these draft measures to a comitology committee","Academia
Research
Linguistics and Terminology
Civil service
Public affairs (independent)
Development
Public relations
Science
Engineering (chemical,IT)
Industry
Public health
Space and Satellites (policy,research)
Consumer
Economy","2007","18 Apr 2011",,"AG-People","http://ec.europa.eu/research/fp7/advisory_en.html"
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1949","Expert group on projects for fostering the development of employee involvement in undertaking in respect of information, consultation and participation","Expert group on projects for fostering the development of employee involvement in undertaking in respect of information, consultation and participation","E01949","Active","Group which operates on a permanent basis","Employment and Social Affairs","EMPL - Employment, Social Affairs and Equal Opportunities DG",,"Informal, Temporary","Limited","To advise on the administrative and financial difficulties in implementing projects aimed at strengthening transnational co-operation between workers' and employers' representatives in respect of information, consultation and participation within undertakings operating in more than one Member State and on the setting up of information and observation points aimed to assist social partners and undertakings in setting up transnational consultation, participation and information structures and foster relations with EU institutions","To advise on management of co-funded operations in the two types of projects; transnational cooperation projects and information and observation points","Trade Union","21/03/07","30 Nov 2010",,,
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1957","STANDARDS ADVICE REVIEW GROUP","STANDARDS ADVICE REVIEW GROUP","E01957","Active","Group which operates on a permanent basis","Internal Market","MARKT - Internal Market and Services DG",,"Formal, Permanent","Limited","To advise the Commission on the objectivity and neutrality of the European Financial Reporting Advisory Group's (EFRAG's) opinions.","provide accounting expertise to the Commission.","Economy
Finance
Banking
Academia
Audit","2007","02 May 2011","Commission Decision 2006/505/EC of 14 July 2006","SARG","http://ec.europa.eu/internal_market/accounting/ias/index_en.htm"
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1963","Expert group on anti-tax fraud-strategy","Expert group on anti-tax fraud-strategy","E01963","Active","Group which operates on a permanent basis","Taxation","TAXUD - Taxation and Customs Union DG",,"Informal, Temporary","Limited","Follow-up of the Council conclusions of 28 November 2006  on the need to establish an anti-tax fraud-strategy at EU level.","Assistance and co-operation with the Commission in the preparation of an anti-tax fraud-strategy on EU level; Exchange of views and opinions on the subjects raised in the Communication.","National Administrations","2007","19 Apr 2011",,,
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1964","FP7 Expert Advisory Group on theme 8: Socio-Economic Sciences and the Humanities","FP7 Expert Advisory Group on theme 8: Socio-Economic Sciences and the Humanities","E01964","Active","Group which operates on a permanent basis","Research and Innovation","RTD - Research DG",,"Informal, Temporary","Limited","To advise the Commission on its research policy in the area of social sciences and the humanities","Assist the Commission in the preparation of legislation or in policy definition","Academia
Research","15/02/07","03 Dec 2010",,"FP7 EAG SSH","http://ec.europa.eu/research/fp7/advisory_en.html"
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1969","Expert Advisory Group Nanosciences, Nanotechnologies, Materials and new Production Technologies - 7th FP","Expert Advisory Group Nanosciences, Nanotechnologies, Materials and new Production Technologies - 7th FP","E01969","Active","Group which operates on a permanent basis","Research and Innovation","RTD - Research DG",,"Informal, Temporary","Limited","To advise the Commission in the legislative or political execution of the programme, its management, scientific/technical content.","Assist the Commission in the preparation of legislation or in policy definition
Provides expertise to the Commission when drafting of implementing measures, i.e. before the Commission submits these draft measures to a comitology committee","Science
Academia
Industry","07/03/07","30 Nov 2010",,"EAG - NMP","http://ec.europa.eu/research/fp7/advisory_en.html"
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1981","Steel expert group ""Steel Liaison Committee""","Steel expert group ""Steel Liaison Committee""","E01981","Active","Group which operates on a permanent basis","External Trade","TRADE - Trade DG",,"Informal, Temporary","Limited","Facilitate the co-ordination of measures concerning trade in certain steel products originating in certain third countries","implementation of Community law
Coordinates with Member States, exchange of views","National Administrations","07/07/08","13 Dec 2010",,"SLC",
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=1985","Climate Broadcasters Network Europe - Core Group","Climate Broadcasters Network Europe - Core Group","E01985","On Hold","Group which does not operate on a permanent basis","Climate
Environment","ENV - Environment DG",,"Informal, Temporary","Limited","To contribute towards increased public awareness within the EU on Climate Change.  Sharing of best practices in communicating Climate Change and increasing multipliers.","Increase Public Awareness on Climate Change","International organization ( meteorology,Audiovisual and media,Science)","2007","08 Dec 2010",,"CBN-Europe CG","http://ec.europa.eu/environment/networks/cbn-e/index_en.html"
